CUST0000000026,2022-02-04 12:53:58.2001210,59,Female,65416.078125,high_school,married,1,26,two_year,electronic_check,0,1,94.6600036621094,2645.919921875,1,0,1,0,0,0,1,0,0,3,2,1,0,3.22000002861023,1,699,0
CUST0000000027,2023-10-29 12:53:58.2001270,29,Female,25813.80078125,bachelor,single,0,2,two_year,electronic_check,0,0,82.120002746582,153.289993286133,4,1,0,0,0,0,1,0,1,7,0,1,0,0,4,636,0
CUST0000000028,2024-12-22 12:53:58.2001330,25,Male,34968.76953125,bachelor,married,0,54,one_year,bank_transfer,1,0,99.7300033569336,5465.7900390625,2,1,1,0,0,0,1,0,0,2,2,1,0,33.2200012207031,12,627,0
CUST0000000029,2022-09-14 12:53:58.2001380,42,Male,22135.76953125,high_school,married,0,8,one_year,mailed_check,1,0,73.1900024414063,449.739990234375,2,0,1,0,1,1,1,0,0,6,0,1,0,34.0999984741211,78,652,0
CUST0000000030,2023-06-01 12:53:58.2001440,25,Male,45527.4609375,college,married,2,7,two_year,credit_card,0,0,127.419998168945,973.239990234375,4,1,1,1,0,1,0,0,0,7,1,4,0,15.1499996185303,14,850,0
CUST0000000031,2025-04-10 12:53:58.2001490,49,Female,85518.7109375,master,married,1,1,one_year,electronic_check,1,0,94.7300033569336,92.1999969482422,1,1,1,0,1,0,0,1,0,9,0,0,0,41.7299995422363,1,553,0
CUST0000000032,2022-10-15 12:53:58.2001550,33,Female,35652.91015625,master,married,0,18,one_year,credit_card,1,0,97.75,1675.03002929688,3,1,1,0,1,0,1,1,0,7,0,1,0,24.1700000762939,141,735,0
CUST0000000033,2024-10-09 12:53:58.2001600,47,Female,33188.08984375,high_school,single,0,15,two_year,electronic_check,1,0,72.3899993896484,1032.18994140625,1,1,1,0,0,0,0,0,1,3,1,1,1,134.770004272461,18,748,0
CUST0000000034,2022-05-15 12:53:58.2001660,42,Female,155337.1875,high_school,married,0,24,two_year,bank_transfer,1,0,105.790000915527,2735.36010742188,3,1,1,1,0,1,0,1,1,9,0,2,0,NULL,264,631,0
CUST0000000035,2025-12-21 12:53:58.2001720,54,Male,86689.75,bachelor,divorced,0,72,one_year,credit_card,0,0,83.3000030517578,3115.18823242188,2,1,1,1,0,0,0,1,0,8,0,1,0,54.4099998474121,3,720,0
CUST0000000036,2025-05-04 12:53:58.2001770,49,Female,68181.7265625,high_school,single,2,57,two_year,credit_card,1,0,43.4099998474121,2551.919921875,1,0,0,0,0,0,1,1,1,9,0,0,0,0,1,719,0
CUST0000000037,2023-12-26 12:53:58.2001830,38,Female,62693.37890625,college,married,0,57,two_year,mailed_check,0,0,72.7799987792969,4539.52978515625,2,1,1,0,1,1,1,1,0,8,2,2,0,8.94999980926514,41,723,0
CUST0000000038,2023-09-08 12:53:58.2001890,24,Female,129390.1171875,master,married,1,17,one_year,bank_transfer,1,0,120.269996643066,1361.83996582031,6,1,1,1,1,1,0,1,1,6,0,0,0,24.7399997711182,2,720,0
CUST0000000039,2021-09-10 12:53:58.2001940,47,Female,179194,master,single,0,2,one_year,electronic_check,1,0,89.7699966430664,165.139999389648,3,1,1,0,1,1,1,1,0,5,0,2,0,49.6500015258789,52,705,0
CUST0000000040,2024-09-24 12:53:58.2002000,18,Male,57303.69140625,college,married,1,4,two_year,credit_card,1,1,74.370002746582,278.519989013672,1,0,1,0,0,0,0,0,1,5,0,3,0,NULL,35,695,1
CUST0000000041,2023-01-25 12:53:58.2002050,63,Female,96002.5078125,bachelor,divorced,0,72,two_year,credit_card,1,0,126.430000305176,8241.5302734375,4,1,1,0,1,0,0,0,0,5,3,3,0,32.3699989318848,7,747,0
CUST0000000042,2024-08-19 12:53:58.2002110,52,Female,145900.9375,master,married,0,12,two_year,electronic_check,0,0,72.7799987792969,840.820007324219,1,1,1,1,0,0,0,0,1,5,0,2,0,22.3199996948242,5,612,0
CUST0000000043,2021-05-12 12:53:58.2002170,57,Male,49599.828125,bachelor,widowed,1,48,one_year,bank_transfer,1,0,60.6599998474121,2868.56005859375,3,0,0,0,0,0,0,1,1,5,0,2,0,0,3,555,0
CUST0000000044,2021-12-04 12:53:58.2002220,30,Female,48265.75,college,married,0,26,one_year,electronic_check,0,0,86.0699996948242,2024.14001464844,2,1,1,1,1,1,1,1,0,7,2,6,1,63.9799995422363,58,535,0
CUST0000000045,2024-02-12 12:53:58.2002280,50,Female,31257.140625,college,single,1,23,one_year,credit_card,1,0,69.5100021362305,1634.87463378906,2,1,1,1,1,0,0,0,1,8,2,2,0,109.51000213623,59,723,1
CUST0000000046,2023-05-12 12:53:58.2002340,35,Male,20000,bachelor,married,1,7,one_year,mailed_check,1,0,93.0400009155273,667.359985351563,2,1,1,0,0,0,0,0,0,5,1,3,0,21.8999996185303,123,614,0
CUST0000000047,2021-01-31 12:53:58.2002390,47,Female,30347.140625,college,single,1,54,one_year,credit_card,1,1,115.930000305176,5894.7001953125,3,1,1,0,0,1,1,1,0,8,0,0,0,36.1300010681152,5,804,0
CUST0000000048,2025-07-06 12:53:58.2002450,30,Female,68453,college,single,1,5,two_year,credit_card,0,0,49.8499984741211,232.550003051758,1,1,0,0,0,0,0,1,0,7,0,2,1,0,8,631,0
CUST0000000049,2023-05-30 12:53:58.2002500,43,Male,56563.37890625,master,married,1,12,one_year,credit_card,0,1,50.0800018310547,393.640014648438,3,1,0,0,0,0,1,0,1,6,0,1,0,0,8,628,1
CUST0000000050,2024-02-25 12:53:58.2002560,24,Male,61571.3515625,master,married,1,72,two_year,electronic_check,1,0,59.0499992370605,4544.759765625,3,1,1,1,0,0,1,1,0,9,0,0,0,NULL,21,732,0
CUST0000000051,2023-05-30 12:53:58.2002620,42,Female,84774.6171875,college,divorced,0,31,two_year,mailed_check,1,1,70.5999984741211,2337.14990234375,2,1,1,1,1,0,0,1,1,9,0,1,0,63.3800010681152,75,682,0
CUST0000000052,2024-06-28 12:53:58.2002670,20,Male,63484.62890625,high_school,single,1,14,two_year,credit_card,1,0,107.730003356934,1617.30004882813,5,1,1,0,1,0,1,0,1,6,2,3,0,52.3499984741211,43,606,0
CUST0000000053,2021-09-04 12:53:58.2002730,71,Male,76814.1328125,phd,divorced,1,19,one_year,bank_transfer,1,0,69.7799987792969,933.099975585938,1,1,1,0,1,0,0,1,1,7,0,0,1,65.9899978637695,28,689,1
CUST0000000054,2022-07-24 12:53:58.2002790,47,Male,82481.3125,bachelor,married,0,12,one_year,credit_card,0,0,88.6500015258789,1048.52001953125,2,1,1,0,0,0,1,1,0,9,0,0,0,113.410003662109,33,NULL,0
CUST0000000055,2023-10-03 12:53:58.2002850,45,Female,20000,high_school,single,0,31,two_year,credit_card,0,1,84.9199981689453,2796.64990234375,5,1,0,0,0,0,0,1,1,4,2,4,0,0,61,767,0
CUST0000000056,2021-11-05 12:53:58.2002910,55,Male,37644.26953125,college,married,0,12,two_year,mailed_check,0,0,97.3499984741211,1224.83996582031,4,1,1,0,0,1,1,1,0,8,3,3,0,137.619995117188,61,803,0
CUST0000000057,2022-11-14 12:53:58.2002960,25,Female,31163.779296875,bachelor,single,1,26,one_year,electronic_check,1,0,30.0400009155273,785.52001953125,2,1,0,0,0,0,0,1,0,4,0,2,0,0,17,609,1
CUST0000000058,2021-11-25 12:53:58.2003030,33,Female,35493.23046875,high_school,married,0,29,two_year,credit_card,1,0,108.25,3160.46997070313,4,1,1,1,1,0,1,0,1,8,0,1,0,NULL,7,769,0
CUST0000000059,2024-04-05 12:53:58.2003080,52,Female,102168.8671875,high_school,married,1,22,one_year,mailed_check,0,1,100.779998779297,2043.05004882813,3,1,1,0,1,0,0,1,0,9,0,0,0,35.9700012207031,149,770,0
CUST0000000060,2025-12-22 12:53:58.2003140,47,Female,30591.0703125,bachelor,married,2,18,one_year,credit_card,1,1,89.5899963378906,1500.32995605469,2,1,1,1,0,0,0,0,1,8,1,1,0,58.4500007629395,46,719,0
CUST0000000061,2023-09-24 12:53:58.2003200,34,Female,73107.59375,phd,single,1,5,one_year,mailed_check,1,0,97.8899993896484,467.320007324219,2,1,1,0,1,0,1,1,1,8,1,2,0,15.3999996185303,19,822,0
CUST0000000062,2025-07-29 12:53:58.2003250,54,Female,35451.73046875,college,single,0,5,two_year,mailed_check,1,1,96.5699996948242,444.820007324219,6,1,1,1,0,1,1,1,1,6,1,5,0,26.6200008392334,13,621,0
CUST0000000063,2022-06-24 12:53:58.2003310,49,Female,45743.421875,master,married,2,38,two_year,electronic_check,1,1,81.1100006103516,2876.6298828125,3,1,1,1,1,1,0,1,0,5,1,5,2,117.639999389648,129,807,0
CUST0000000064,2024-12-20 12:53:58.2003360,52,Female,101987.578125,bachelor,married,0,8,two_year,credit_card,0,0,83.8300018310547,651.330017089844,2,1,1,1,0,1,1,0,1,8,0,2,1,11.5,4,676,0
CUST0000000065,2024-05-21 12:53:58.2003420,50,Female,137042.9375,bachelor,married,1,25,two_year,bank_transfer,0,0,69.75,1711.06994628906,1,1,1,0,0,1,0,0,1,5,0,2,0,12.1899995803833,57,640,0
CUST0000000066,2025-03-02 12:53:58.2003480,34,Male,44602.25,master,married,0,8,two_year,electronic_check,1,0,58.3199996948242,490.190002441406,1,1,1,0,0,0,1,1,1,4,0,3,1,18.3700008392334,202,756,0
CUST0000000067,2025-12-29 12:53:58.2003540,43,Female,51526.51171875,bachelor,single,0,3,two_year,electronic_check,1,0,70.7600021362305,213.899993896484,4,1,1,1,1,1,0,1,0,4,0,1,0,16.6499996185303,3,771,0
CUST0000000068,2025-05-15 12:53:58.2003600,18,Female,88072.0078125,master,married,1,12,one_year,bank_transfer,0,0,61.5299987792969,775.489990234375,1,0,0,0,0,0,0,1,1,3,0,0,1,0,102,662,0
CUST0000000069,2023-11-27 12:53:58.2003650,37,Male,47909.8203125,bachelor,married,1,8,one_year,mailed_check,1,0,66.7300033569336,499.420013427734,3,1,0,0,0,0,0,1,1,9,1,3,1,0,43,697,1
CUST0000000070,2022-04-13 12:53:58.2003710,41,Male,34378.28125,high_school,married,1,6,two_year,electronic_check,1,0,105.059997558594,430.029998779297,5,1,1,1,1,1,0,0,1,1,0,2,1,53.4599990844727,23,615,0
CUST0000000071,2024-06-26 12:53:58.2003770,54,Female,40544.8984375,high_school,married,0,21,two_year,electronic_check,1,0,57.310001373291,806.159973144531,1,1,0,0,0,0,0,1,0,2,0,1,0,0,185,625,0
CUST0000000072,2023-07-29 12:53:58.2003820,52,Female,56942.87109375,master,married,0,6,one_year,electronic_check,1,0,97.379997253418,616.549987792969,3,1,1,0,0,1,1,1,0,6,3,6,0,48.3899993896484,18,NULL,1
CUST0000000073,2022-04-19 12:53:58.2003880,33,Female,38321.7890625,college,married,2,33,one_year,electronic_check,1,0,67.870002746582,2120.85009765625,2,1,1,0,1,0,0,1,1,4,0,2,1,31.0200004577637,1,544,0
CUST0000000074,2025-10-12 12:53:58.2003930,33,Male,24052.169921875,high_school,single,2,30,two_year,bank_transfer,1,0,90.9000015258789,2583.9599609375,2,1,1,0,1,1,0,0,1,5,0,3,0,23.8600006103516,79,647,0
CUST0000000075,2022-03-23 12:53:58.2003990,64,Male,NULL,college,divorced,0,28,one_year,mailed_check,0,0,80.4199981689453,2466.5400390625,4,1,1,1,1,1,1,0,0,2,NULL,2,0,44.3300018310547,15,668,0
CUST0000000076,2023-06-01 12:53:58.2004040,40,Female,58462.44140625,high_school,single,1,2,two_year,bank_transfer,1,0,85.5899963378906,180.229995727539,3,1,1,1,0,0,0,1,0,1,0,1,2,18.6000003814697,28,684,0
CUST0000000077,2021-12-25 12:53:58.2004100,46,Female,31702.990234375,master,married,1,69,two_year,bank_transfer,1,1,88.8300018310547,6543.1201171875,1,1,1,0,0,1,1,1,0,8,1,0,0,33.2999992370605,60,759,0
CUST0000000078,2022-01-21 12:53:58.2004180,56,Female,71206.7421875,phd,married,1,16,two_year,credit_card,1,1,88.8600006103516,1399.64001464844,1,1,1,0,1,1,1,1,1,9,NULL,3,0,57.3800010681152,5,NULL,0
CUST0000000079,2024-08-21 12:53:58.2004240,43,Male,81901.90625,bachelor,married,0,55,two_year,credit_card,1,1,52.2299995422363,3076.23999023438,1,1,0,0,0,0,0,1,1,5,2,2,0,0,74,684,0
CUST0000000080,2023-11-28 12:53:58.2004290,42,Female,22912.400390625,bachelor,married,2,5,one_year,electronic_check,1,0,52.5699996948242,239.630004882813,2,0,1,0,0,1,0,1,0,5,0,0,0,51.9500007629395,76,805,0
CUST0000000081,2025-12-08 12:53:58.2004350,40,Male,78345.6484375,master,married,0,21,one_year,credit_card,0,0,73.7600021362305,1400.44995117188,2,1,1,1,1,0,0,0,0,6,0,1,2,162.059997558594,29,626,0
CUST0000000082,2025-06-20 12:53:58.2004400,37,Female,77660.359375,phd,single,0,72,two_year,credit_card,1,1,105.73999786377,5528.490234375,4,1,1,0,0,0,1,0,1,2,0,0,0,128.160003662109,47,508,0
CUST0000000083,2023-01-03 12:53:58.2004460,47,Female,20000,master,married,0,72,one_year,credit_card,0,0,110.099998474121,7942.56005859375,3,1,1,1,0,1,1,1,1,7,2,3,0,26.9099998474121,31,429,0
CUST0000000084,2021-09-09 12:53:58.2004520,18,Male,35079.19140625,high_school,married,0,1,two_year,credit_card,0,0,63.3899993896484,60.5499992370605,4,1,0,0,0,0,0,1,1,8,0,1,2,0,19,647,0
CUST0000000085,2022-03-02 12:53:58.2004580,39,Male,27850.6796875,high_school,divorced,0,15,two_year,electronic_check,1,0,104.839996337891,1663.64001464844,4,1,1,0,1,0,0,1,0,9,0,1,0,32.2200012207031,71,688,0
CUST0000000086,2023-03-23 12:53:58.2004640,53,Male,83697.953125,college,married,1,8,one_year,electronic_check,1,0,116.970001220703,1008.57000732422,2,1,1,1,1,0,1,1,1,9,0,0,0,30.5599994659424,8,505,0
CUST0000000087,2023-03-27 12:53:58.2004700,51,Female,160553.3125,bachelor,married,0,1,one_year,credit_card,1,0,143.360000610352,149.520004272461,6,1,1,0,1,0,0,1,1,8,1,1,0,183.449996948242,63,627,1
CUST0000000088,2022-02-28 12:53:58.2004750,66,Female,74428.0078125,master,divorced,2,20,two_year,bank_transfer,1,1,34.9500007629395,751.400024414063,1,0,0,0,0,0,0,1,0,7,0,2,0,0,21,697,0
CUST0000000089,2024-06-25 12:53:58.2004810,57,Female,133142.703125,bachelor,single,1,1,two_year,credit_card,1,0,142.449996948242,132.520004272461,6,1,1,0,0,1,1,1,0,8,4,9,0,17.0200004577637,106,610,0
CUST0000000090,2022-12-09 12:53:58.2004860,51,Female,NULL,bachelor,married,0,22,one_year,credit_card,0,0,99.9400024414063,1386.56994628906,2,1,1,1,1,1,1,1,0,2,1,4,0,86.7300033569336,29,691,0
CUST0000000091,2021-02-11 12:53:58.2004920,45,Male,NULL,master,married,1,48,one_year,credit_card,1,0,128.809997558594,6431.68994140625,6,0,1,0,1,0,1,0,0,7,0,0,0,40.4199981689453,92,550,0
CUST0000000092,2021-12-03 12:53:58.2004970,38,Female,25492.880859375,college,married,1,51,two_year,mailed_check,1,0,105.599998474121,5469.14013671875,2,1,1,1,0,1,0,0,1,7,0,3,1,13.0200004577637,30,607,0
CUST0000000093,2024-02-09 12:53:58.2005090,52,Female,80239.953125,phd,divorced,0,72,one_year,electronic_check,1,1,74.0800018310547,5510.89990234375,1,0,1,0,0,0,0,1,0,9,0,0,0,7.03000020980835,43,666,0
CUST0000000094,2024-12-06 12:53:58.2005160,49,Male,80602.3515625,bachelor,single,0,32,two_year,bank_transfer,1,0,94.2099990844727,2724.01000976563,5,1,0,0,0,0,0,1,1,9,0,1,0,0,13,709,0
CUST0000000095,2024-01-13 12:53:58.2005220,39,Female,119969.0625,college,divorced,3,4,one_year,credit_card,1,0,93.4000015258789,359.230010986328,2,0,1,0,0,0,1,0,0,9,0,1,0,10.210000038147,76,850,0
CUST0000000096,2021-09-15 12:53:58.2005280,31,Male,46651.76953125,master,married,2,13,two_year,bank_transfer,1,0,85.3899993896484,1077.19995117188,2,1,1,0,1,0,1,1,0,9,1,6,0,54.1300010681152,110,635,0
CUST0000000097,2025-08-03 12:53:58.2005330,44,Male,45357.078125,college,divorced,0,52,one_year,credit_card,1,0,86.7600021362305,4749.52001953125,3,1,1,0,1,0,0,1,0,6,1,2,2,NULL,16,589,0
CUST0000000098,2025-06-24 12:53:58.2005390,62,Female,44779.0390625,bachelor,single,1,7,one_year,mailed_check,1,0,113.230003356934,755.760009765625,6,1,1,0,1,0,1,0,1,7,0,1,1,74.2699966430664,25,712,0
CUST0000000099,2023-04-22 12:53:58.2005450,46,Male,29867.5703125,college,divorced,1,14,one_year,credit_card,1,0,105.650001525879,1411.5,4,1,1,1,0,1,1,1,1,1,2,3,0,NULL,93,728,0
CUST0000000100,2025-04-17 12:53:58.2005500,45,Male,34698.80859375,bachelor,single,1,23,one_year,bank_transfer,1,1,106.430000305176,2228.80004882813,3,1,1,0,1,0,0,1,1,8,0,0,0,78.0800018310547,30,554,0
CUST0000000101,2023-10-19 12:53:58.2005560,51,Male,20573.509765625,college,married,1,2,one_year,credit_card,1,1,93.2699966430664,202.910003662109,2,1,1,0,1,0,1,1,0,2,0,2,0,19.4300003051758,87,626,0
CUST0000000102,2022-06-27 12:53:58.2005620,52,Female,60406.44921875,bachelor,married,0,16,two_year,bank_transfer,1,0,132.800003051758,2136.19995117188,4,1,1,0,1,0,0,1,0,9,2,3,0,53.1500015258789,19,646,0
CUST0000000103,2024-10-13 12:53:58.2005670,48,Female,40752.7890625,high_school,single,1,1,one_year,electronic_check,1,0,87.6699981689453,82.3199996948242,4,1,1,0,0,1,1,1,0,1,1,3,0,18.4699993133545,3,777,0
CUST0000000104,2021-12-18 12:53:58.2005730,44,Female,20000,bachelor,married,1,8,two_year,bank_transfer,1,0,109.040000915527,867.590026855469,3,1,1,0,0,0,0,0,1,2,0,0,0,30.7900009155273,51,662,1
CUST0000000105,2021-03-28 12:53:58.2005780,37,Female,96827.890625,high_school,married,1,33,one_year,electronic_check,1,0,76.7399978637695,2725.52001953125,1,1,1,0,0,1,1,1,1,8,1,2,0,10.3500003814697,2,651,0
CUST0000000106,2022-07-16 12:53:58.2005840,60,Male,27239.140625,college,single,1,30,two_year,credit_card,0,0,122.559997558594,2711.17993164063,5,1,1,0,0,1,0,0,0,7,3,5,0,16.3600006103516,19,719,0
CUST0000000107,2023-04-01 12:53:58.2005900,38,Female,104207.4296875,high_school,single,0,68,one_year,mailed_check,0,0,110.550003051758,3509.533203125,3,0,1,0,0,0,1,1,1,6,0,1,1,13.789999961853,167,808,1
CUST0000000108,2021-04-22 12:53:58.2005950,68,Male,119606.25,college,single,0,36,two_year,electronic_check,1,0,114.550003051758,4284.72021484375,3,1,1,1,1,0,1,0,1,4,1,2,0,50.7200012207031,36,601,0
CUST0000000109,2025-03-22 12:53:58.2006010,47,Male,20000,phd,single,2,5,two_year,bank_transfer,1,0,80.9800033569336,398.200012207031,4,1,1,1,1,0,1,1,1,7,0,2,3,69.3099975585938,22,636,0
CUST0000000110,2021-03-30 12:53:58.2006070,45,Male,20000,high_school,married,0,56,one_year,mailed_check,1,1,54.310001373291,2762.61010742188,2,1,1,1,0,0,1,0,1,8,0,2,1,58.6100006103516,1,682,0
CUST0000000111,2024-01-23 12:53:58.2006130,56,Female,26812.029296875,college,married,0,19,one_year,mailed_check,1,1,64.4199981689453,1707.66906738281,2,1,1,1,0,1,1,1,1,5,1,2,0,41.0299987792969,68,850,0
CUST0000000112,2021-03-06 12:53:58.2006180,35,Male,58821.91015625,college,divorced,3,44,one_year,bank_transfer,1,1,117.180000305176,5419,3,1,1,0,0,0,1,0,0,5,0,1,1,60.0099983215332,205,754,0
CUST0000000113,2025-02-08 12:53:58.2006240,53,Male,24733.509765625,bachelor,single,1,61,one_year,electronic_check,1,0,88.3300018310547,3708.06005859375,2,1,1,0,0,1,0,1,0,4,1,1,0,38.0900001525879,14,850,0
CUST0000000114,2023-08-17 12:53:58.2006290,46,Female,40786.30859375,bachelor,married,2,42,one_year,credit_card,1,0,89.9100036621094,3877.5400390625,5,0,1,0,1,1,1,0,1,6,0,0,2,79.8300018310547,43,646,0
CUST0000000115,2023-01-31 12:53:58.2006350,51,Female,26068.80078125,college,married,0,12,one_year,credit_card,1,0,34.8699989318848,394.820007324219,1,1,1,0,1,1,0,0,1,3,2,3,0,13.4099998474121,29,744,0
CUST0000000116,2023-11-12 12:53:58.2006400,34,Male,25179.4296875,bachelor,married,0,21,two_year,mailed_check,1,0,86.620002746582,1832.65002441406,2,0,0,0,0,0,0,1,1,1,2,3,1,NULL,63,524,0
CUST0000000117,2025-06-09 12:53:58.2006460,34,Male,29207.98046875,bachelor,single,1,13,two_year,bank_transfer,1,0,72.8199996948242,1029.65002441406,2,1,1,1,1,0,1,1,0,5,3,5,0,22.3099994659424,46,560,0
CUST0000000118,2023-12-10 12:53:58.2006520,18,Male,43989.62890625,high_school,single,1,28,one_year,electronic_check,0,0,84.6399993896484,2289.35009765625,2,0,1,0,1,1,0,1,0,3,0,1,0,25.3099994659424,31,800,1
CUST0000000119,2025-07-08 12:53:58.2006570,38,Male,139353.65625,high_school,married,2,15,one_year,bank_transfer,1,0,96.370002746582,1333.2099609375,1,1,1,0,1,0,0,1,1,8,1,5,1,19.6800003051758,72,714,1
CUST0000000120,2024-12-28 12:53:58.2006630,37,Female,50636.5703125,master,divorced,1,3,one_year,bank_transfer,0,0,113.900001525879,262.829986572266,3,1,1,1,1,1,1,0,0,6,0,0,0,28.9799995422363,3,645,0
CUST0000000121,2024-09-06 12:53:58.2006690,34,Male,36224.01171875,college,widowed,0,24,one_year,electronic_check,1,0,111.089996337891,2480.06005859375,3,1,1,1,0,1,0,0,1,2,1,1,0,5.84000015258789,16,672,0
CUST0000000122,2023-02-12 12:53:58.2006740,43,Male,27144.7109375,high_school,divorced,1,5,one_year,electronic_check,0,1,142.440002441406,530.190002441406,6,1,1,0,0,1,1,1,1,9,2,2,0,39.8899993896484,16,778,0
CUST0000000123,2022-10-19 12:53:58.2006800,45,Male,40252.73828125,high_school,divorced,1,32,two_year,electronic_check,1,0,114.410003662109,2307.72998046875,5,1,1,0,1,1,1,1,1,7,0,2,3,116.099998474121,4,659,0
